drug_serial	drug_all_name	highest_phase	disease_condition	formula	target_name	target_id	tr_smiles	modulator_serial	mod_feature	cas_id	basic_patent	drugbank_id	pubmed_id	ref_title
ADR000386		Preclinical	Depression	C18H13ClF2N4O	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(nc1)-c1cc2CN(CCn2n1)C(=O)c1cc(F)cc(Cl)c1	ASD01917729	Inhibitor		JP 2015059118			
ADR000387	GNE-0723	Preclinical	Neurological Disorders; Psychiatric Disorders	C16H8ClF6N5OS	Glutamate receptor ionotropic, NMDA 2A	ASD02030000_4	FC(F)(F)C1=C([C@@H]2C[C@H]2C#N)N2C(S1)=NC(Cn1nc(cc1Cl)C(F)(F)F)=CC2=O |c:4,15,29|	ASD02030373	Activator		WO 2015052226			
ADR000388	ASP-4345	Phase II	Schizophrenia; Cognitive disorders		D(1A) dopamine receptor	ASD13110000_1			Activator					
ADR000389		Preclinical	Autism spectrum disorders; Obsessive-compulsive disorder; Other neurological disorders	C17H10F2N6O2	Sodium-dependent dopamine transporter;Metabotropic glutamate receptor 5	ASD06560000_1;ASD01910000_1	Fc1ccc(NC(=O)c2cc(Oc3cncc(F)c3)cn3ncnc23)nc1	ASD01917922	Inhibitor;Inhibitor		WO 2015077246			
ADR000390		Preclinical	Autism spectrum disorders; Obsessive-compulsive disorder; Other neurological disorders	C17H10F2N6O2	Sodium-dependent dopamine transporter;Metabotropic glutamate receptor 5	ASD06560000_1;ASD01910000_1	Fc1ccc(NC(=O)c2cc(Oc3cncc(F)c3)cn3cnnc23)nc1	ASD01917670	Inhibitor;Inhibitor		WO 2015077246			
ADR000391		Preclinical	Anxiety disorder	C19H21Cl2N5OS	Metabotropic glutamate receptor 5	ASD01910000_1	Cl[H].CCC[C@@H](NC(=O)c1nccs1)c1cnc(Nc2ccc(C)nc2)c(Cl)c1	ASD01918557	Inhibitor		WO 2015098991			
ADR000392		Preclinical	Anxiety disorder	C19H18ClN5OS	Metabotropic glutamate receptor 5	ASD01910000_1	Cl[H].Cc1ccc(Nc2ncc(cc2Cl)[C@@H](CC=C)NC(=O)c2nccs2)cn1	ASD01918559	Inhibitor		WO 2015098991			
ADR000393	S-44858	Preclinical	Cognitive disorders		Glutamate receptor 1	ASD03930000_1			Activator					
ADR000394	VU-0413846	Preclinical	Psychosis	C20H16F2N2O3	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(cc1)C(=O)N1CCc2nc(COc3cccc(F)c3)oc2C1	ASD01917760	Activator		WO 2012031024			
ADR000395	VU-0457481	Preclinical	Psychosis	C20H19N5O3	Metabotropic glutamate receptor 5	ASD01910000_1	O=C(N1CCC2N=C(COc3ccccc3)OC2C1)c1n[nH]c2ncccc12 |t:6|	ASD01918564	Activator		WO 2012031024			
ADR000396	BMS-986163	Preclinical	Depression	C23H28FN2O5P	Glutamate receptor ionotropic, NMDA 2B	ASD11000000_1	Cc1ccc(CN2CC[C@@H](N3CC[C@H]([C@H](F)C3)c3ccc(OP(O)(O)=O)cc3)C2=O)cc1	ASD11000257	Inhibitor		US 2015191496; US 2016030456; US 2017065573; US 2017216325; US 2017340653; US 2018104265; US 2018250316			
ADR000397		Preclinical	Parkinson's disease; Metabolic syndrome	C13H10ClN3	Metabotropic glutamate receptor 4;Fatty acid desaturase 1	ASD01900000_1;ASD13180000_1	Clc1cccc(Nc2n[nH]c3ccccc23)c1	ASD01901120	Activator;Inhibitor		WO 2008089307; WO 2008089310			
ADR000398	BMS-986165	Phase III	Psoriasis, plaque; Arthritis, psoriatic; Crohn's disease; Systemic lupus erythematosus	C19H17D3N8O2	Metabotropic glutamate receptor 4	ASD01900000_1	[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	ASD01901528	Inhibitor		WO 2014074661; WO 2018183649; WO 2018183656			
ADR000399		Preclinical	Parkinson's disease	C23H16F3N5O	Metabotropic glutamate receptor 2;Metabotropic glutamate receptor 3	ASD01880000_1;ASD05170000_1	Nc1ccc(cn1)-c1ccc2C(=O)N(CC(F)(F)F)c3cc(nn3-c2c1)-c1ccccc1	ASD01884384	Inhibitor;Inhibitor		WO 2013174822			
ADR000401	VU-0650786	Preclinical	Anxiety disorder; Depression	C18H15ClFN5O2	Metabotropic glutamate receptor 3	ASD05170000_1	C[C@@H]1CN(C(=O)c2cc(COc3ccc(Cl)cn3)nn12)c1cccnc1F	ASD05170037	Inhibitor		WO 2012083224			
ADR000402		Preclinical	Anxiety disorder; Depression	C19H15ClN6O2	Metabotropic glutamate receptor 3	ASD05170000_1	C[C@@H]1CN(C(=O)c2cc(COc3ccc(Cl)cn3)nn12)c1cncc(c1)C#N	ASD05170123	Inhibitor		WO 2012083224			
ADR000404	VU-0486321	Preclinical	Schizophrenia	C20H12ClFN2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3cccc(F)c3C2=O)c(Cl)c1	ASD01870290	Activator					
ADR000405		Preclinical	Autism spectrum disorders; Pain; Anxiety disorder; Fragile X syndrome; Parkinson's disease; Gastroesophageal reflux disease (GERD); Cancer; Substance abuse and dependence	C19H13N5O2S	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1csc(NC(=O)c2cc(cc3cccnc23)C(=O)c2cncnc2)n1	ASD01918565	Inhibitor		US 2015266866			
ADR000407	VU-0462807	Preclinical	Rett syndrome; Psychosis	C15H17N3O2	Metabotropic glutamate receptor 5	ASD01910000_1	CC(=O)N1CCCn2nc(COc3ccccc3)cc12	ASD01918026	Activator					
ADR000408		Preclinical	Psychosis	C15H16FN3O2	Metabotropic glutamate receptor 5	ASD01910000_1	CC(=O)N1CCCn2nc(COc3cccc(F)c3)cc12	ASD01918112	Activator					
ADR000409		Preclinical	Psychosis	C16H20N4O	Metabotropic glutamate receptor 5	ASD01910000_1	CN(Cc1cc2N(CCCn2n1)C(C)=O)c1ccccc1	ASD01918118	Activator					
ADR000410		Preclinical	Psychosis	C17H20N4O2	Metabotropic glutamate receptor 5	ASD01910000_1	CC(=O)N1CCCn2nc(CN3CCOc4ccccc34)cc12	ASD01918120	Activator					
ADR000411		Preclinical	Cognitive disorders	C18H21FN6	Metabotropic glutamate receptor 5	ASD01910000_1	CC(C)(C)n1nnc2CC(CCc12)n1cnc(n1)-c1ccc(F)cc1	ASD01918577	Activator					
ADR000412		Preclinical	Cognitive disorders	C18H20FN5O	Metabotropic glutamate receptor 5	ASD01910000_1	CC(C)(C)n1nnc2CC(CCc12)c1nc(no1)-c1ccc(F)cc1	ASD01918064	Activator					
ADR000413		Preclinical	Cognitive disorders	C18H17FN6O	Metabotropic glutamate receptor 5	ASD01910000_1	CC(C)(C#N)n1nnc2CC(CCc12)c1nc(no1)-c1ccc(F)cc1	ASD01918067	Activator					
ADR000414		Preclinical	Pain	C25H18Cl3NO	Adenosine receptor A1	ASD00170000_1	Nc1sc(c(Cc2ccc(Cl)cc2)c1C(=O)c1ccc(Cl)cc1)-c1ccc(Cl)cc1	ASD00170525	Activator					
ADR000415	[11C]MK-6884	Phase I	Dementia, Alzheimer's type		Muscarinic acetylcholine receptor M4	ASD01840000_1			Regulator					
ADR000416	BMS-986169	Preclinical	Depression	C23H27FN2O2	Glutamate receptor ionotropic, NMDA 2B	ASD11000000_1	Cc1ccc(CN2CC[C@@H](N3CC[C@H]([C@H](F)C3)c3ccc(O)cc3)C2=O)cc1	ASD02030713	Inhibitor		US 2015191452; US 2016081995; US 2017258777; US 2018000807; US 2018110766; US 2018250283			
ADR000417	BMT-108908	Preclinical	Depression	C22H25FN2O2	Glutamate receptor ionotropic, NMDA 2B	ASD11000000_1	Oc1ccc(cc1)C1CCN(CC1)[C@@H]1CCN(Cc2ccc(F)cc2)C1=O	ASD11000155	Inhibitor		US 2015191452			
ADR000418		Preclinical	Depression; Psychosis	C21H14FN3O3	Metabotropic glutamate receptor 2	ASD01880000_1	NC(=O)C1=CN(c2ccc(F)cc2)c2ccc(Oc3cccnc3)cc2C1=O |t:3|	ASD01884392	Inhibitor					
ADR000419		Preclinical	Depression; Psychosis	C22H17FN4O2	Metabotropic glutamate receptor 2	ASD01880000_1	NC(=O)C1=CN(c2ccc(F)cc2)c2ccc(NCc3cccnc3)cc2C1=O |t:3|	ASD01884472	Inhibitor					
ADR000420		Preclinical	Depression; Psychosis	C22H20F3N3O2	Metabotropic glutamate receptor 2	ASD01880000_1	NC(=O)C1=CN(c2ccc(F)cc2)c2ccc(CN3CCC(F)(F)CC3)cc2C1=O |t:3|	ASD01884478	Inhibitor					
ADR000421	VU-6001192	Preclinical	Depression; Psychosis	C23H24FN3O3	Metabotropic glutamate receptor 2	ASD01880000_1	C[C@H]1CN(Cc2ccc3N(C=C(C(N)=O)C(=O)c3c2)c2ccc(F)cc2)C[C@@H](C)O1 |r,t:10|	ASD01882936	Inhibitor					
ADR000422		Preclinical	Depression; Psychosis	C23H19FN4O2	Metabotropic glutamate receptor 2	ASD01880000_1	Cc1ncc(CCc2ccc3N(C=C(C(N)=O)C(=O)c3c2)c2ccc(F)cc2)cn1 |t:12|	ASD01883116	Inhibitor					
ADR000423	PF-06764427	Preclinical	Schizophrenia; Cognitive disorders	C24H25N5O3	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cn1ccc(n1)-c1ccc(Cn2cc(C(=O)N[C@H]3CCOC[C@@H]3O)c3ncccc23)cc1	ASD01813296	Regulator					
ADR000424	DT-1687; PXT-002331; PXT-2331; FR50CP1D6W (Unique Ingredient Identifier (UNII) code), Foliglurax(Rec INN)	Phase II	Parkinson's disease	C24H25N3O2S	Metabotropic glutamate receptor 4	ASD01900000_1	O\N=C1/C=C(Oc2ccc(CCCN3CCOCC3)cc12)c1cc2sccc2cn1 |c:3|	ASD01901537	Activator		WO 2016030444; WO 2017032874			
ADR000425		Preclinical	Psychosis	C19H16FN3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(cc1)N1CCn2nc(OCc3ccccc3)cc2C1=O	ASD01917209	Activator		WO 2013192343			
ADR000426		Preclinical	Autism spectrum disorders; Pain; Anxiety disorder; Depression; Fragile X syndrome; Parkinson's disease; Gastroesophageal reflux disease (GERD); Substance abuse and dependence	C15H17N3O3S	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1csc(NC(=O)c2cc(O[C@@H]3CCOC3)cc(C)n2)n1	ASD01918584	Inhibitor		WO 2015200682			
ADR000427		Preclinical	Cognitive disorders; Psychosis	C23H23N5O3	Muscarinic acetylcholine receptor M1	ASD01810000_1	O[C@H]1COCC[C@@H]1NC(=O)c1cn(Cc2ccc(cc2)-n2cccn2)c2cccnc12	ASD01811864	Regulator					
ADR000428		Preclinical	Schizophrenia	C20H12Cl2N2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3ccc(Cl)cc3C2=O)c(Cl)c1	ASD01870639	Activator					
ADR000429		Preclinical	Schizophrenia	C19H12ClN3O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3ccncc3C2=O)c(Cl)c1	ASD01870642	Activator					
ADR000430	PF-06767832	Preclinical	Schizophrenia; Dementia, Alzheimer's type	C22H23N3O3S	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cc1cnc(cc1Cc1ccc(cc1)-c1cscn1)C(=O)N[C@H]1CCOC[C@@H]1O	ASD01811853	Activator		WO 2016009297			
ADR000431	5PAM-523	Preclinical	Psychosis	C20H18F2N4O2	Metabotropic glutamate receptor 5	ASD01910000_1	C[C@@H]1CC[C@@H](CN1C(=O)c1ccc(F)cc1)c1noc(n1)-c1ccc(F)cn1	ASD01915346	Activator		WO 2010124055			
ADR000432		Preclinical	Psychosis	C21H15FN2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(cc1F)N1C(=O)c2cccc(C)c2C1=O	ASD01870510	Activator					
ADR000433	VU-6004909	Preclinical	Psychosis	C21H15FN2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(cc1F)N1C(=O)c2ccc(C)cc2C1=O	ASD01870308	Activator					
ADR000434		Preclinical	Psychosis	C20H12ClFN2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(cc1F)N1C(=O)c2cccc(Cl)c2C1=O	ASD01870512	Activator					
ADR000435		Preclinical	Psychosis	C20H12F2N2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(cc1F)N1C(=O)c2cccc(F)c2C1=O	ASD01870513	Activator					
ADR000436		Preclinical	Psychosis	C20H12F2N2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(cc1F)N1C(=O)c2ccc(F)cc2C1=O	ASD01870514	Activator					
ADR000437		Preclinical	Psychosis	C20H13FN2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(cc1F)N1C(=O)c2ccccc2C1=O	ASD01870468	Activator					
ADR000438		Preclinical	Psychosis	C20H13ClN2O4	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(cc1Cl)N1C(=O)c2ccccc2C1=O	ASD01870624	Activator					
ADR000439		Preclinical	Psychosis	C22H29N3O2	Metabotropic glutamate receptor 2	ASD01880000_1	CN1C(=O)N(CC(C)(C)C)c2ccc(nc12)-c1cc(ccc1C)C(C)(C)O	ASD01882283	Activator		WO 2011156245			
ADR000440	RGH-618	Phase I	Anxiety disorder	C22H12ClFN2O2S	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc2c(-c3ccc(Cl)cc3)c(cnc2c1)S(=O)(=O)c1cccc(c1)C#N	ASD01918590	Inhibitor		WO 2008155588			
ADR000441	SAGE-718	Phase I	Encephalitis; Smith-Lemli-Opitz syndrome; Huntington's disease		Glutamate receptor ionotropic, NMDA 2B	ASD11000000_1			Regulator					
ADR000442	SAGE-324	Phase I	Neurological Disorders; Tremor, essential; Parkinson's disease		Gamma-aminobutyric acid-A receptor	ASD01140000_1			Activator					
ADR000443	VU-0467558	Preclinical	Anxiety disorder; Parkinson's disease; Gastroesophageal reflux disease (GERD); Substance abuse and dependence	C17H21N5	Metabotropic glutamate receptor 1;Metabotropic glutamate receptor 5	ASD01870000_1;ASD01910000_1	CC1(C)CCC(CC1)Nc1ncnc2c1nn1ccccc21	ASD01870549	Inhibitor;Inhibitor					
ADR000444	VU-0487351	Preclinical	Schizophrenia	C20H14Cl2N2O3	Metabotropic glutamate receptor 1	ASD01870000_1	Cc1ccoc1C(=O)Nc1ccc(N2Cc3c(cccc3Cl)C2=O)c(Cl)c1	ASD01870310	Activator					
ADR000445	VU-0477573	Preclinical	Anxiety disorder	C18H17FN2O	Metabotropic glutamate receptor 5	ASD01910000_1	CCN(CC)C(=O)c1ccc(cn1)C#Cc1cccc(F)c1	ASD01915458	Inhibitor		WO 2013049255			
ADR000446	ABI-H-0731; ABI-H0731	Phase II	Hepatitis B, chronic		Capsid protein	ASD15280000_1			Regulator					
ADR000447	TAK-071	Phase I	Lewy body dementia; Neurological Disorders; Dementia, Alzheimer's type		Muscarinic acetylcholine receptor M1	ASD01810000_1			Activator					
ADR000448	VU-0477886	Preclinical	Parkinson's disease	C20H13ClN4O3	Metabotropic glutamate receptor 4	ASD01900000_1	Nc1cccnc1C(=O)Nc1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1	ASD01900614	Activator					
ADR000449	VU-0483872	Preclinical	Parkinson's disease	C18H16ClN5O2	Metabotropic glutamate receptor 4	ASD01900000_1	CCc1cnc(Oc2ccc(NC(=O)c3ncccc3N)cc2Cl)nc1	ASD01900821	Activator					
ADR000450	RPC-8844	Preclinical	Non-alcoholic steatohepatitis; Diabetes type 2; Obesity		Glucagon-like peptide 1 receptor	ASD01180000_1			Activator					
ADR000451	SUVN-I4035	Preclinical	Dementia, Alzheimer's type		Muscarinic acetylcholine receptor M1	ASD01810000_1			Activator					
ADR000452	CTW-0415	Preclinical	Substance abuse and dependence	C15H22N2O3	5-hydroxytryptamine receptor 2C	ASD00110000_1	OC[C@@H](O)CNC(=O)C1CC(CCN1)c1ccccc1	ASD00110051	Regulator		WO 2013086266			
ADR000453	ONO-8590580	Preclinical	Cognitive disorders	C21H21FN6	Gamma-aminobutyric acid receptor subunit alpha-5	ASD01140000_15	Cc1c(F)c(Nc2ccc(cn2)-c2cn(C)cn2)cc2n(CC3CC3)cnc12	ASD01140679	Inhibitor		WO 2015115673			
ADR000454	VU-0486384	Preclinical	Dementia, Alzheimer's type; Psychosis	C22H15F2N5O	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cn1cc2cc(ccc2n1)-c1cc(F)c(CN2C(=O)C=Nc3ncccc23)c(F)c1 |c:21|	ASD01811471	Activator		WO 2014179226			
ADR000455	VU-0483225	Preclinical	Dementia, Alzheimer's type; Psychosis	C23H14F2N4O	Muscarinic acetylcholine receptor M1	ASD01810000_1	Fc1cc(cc(F)c1CN1C=Nc2cnccc2C1=O)-c1ccc2cnccc2c1 |c:11|	ASD01811474	Activator					
ADR000456	VU-0486691	Preclinical	Dementia, Alzheimer's type; Psychosis	C21H17F2N5O	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cn1cc2c(cccc2n1)-c1cc(F)c(CN2C=CC3=NCCN3C2=O)c(F)c1 |c:19,t:21|	ASD01813459	Activator					
ADR000457		Preclinical	Epilepsy; Neurodegeneration	C24H28N2O2	Glutamate receptor ionotropic, NMDA 2B	ASD11000000_1	CCc1ccc(CC2CCN(CC(=O)c3c[nH]c4ccc(O)cc34)CC2)cc1	ASD11000290	Inhibitor					
ADR000458		Preclinical	Epilepsy; Neurodegeneration	C23H26N2O2	Glutamate receptor ionotropic, NMDA 2B	ASD11000000_1	Cc1ccc(CC2CCN(CC(=O)c3c[nH]c4ccc(O)cc34)CC2)cc1	ASD11000285	Inhibitor					
ADR000459	BMS-952048	Preclinical	Schizophrenia; Cognitive disorders	C21H13F2N3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(cc1)[C@H]1OC(=O)N[C@@H]1c1cncc(c1)C#Cc1ncccc1F	ASD01917541	Activator		WO 2012064603			
ADR000460		Preclinical	Cognitive disorders; Psychosis; Other neurological disorders	C17H15N3O2S	Muscarinic acetylcholine receptor M4	ASD01840000_1	Nc1c(sc2nc(O)c3CCCCc3c12)C(=O)c1ccncc1	ASD01840044	Activator					
ADR000461		Preclinical	Cognitive disorders; Psychosis; Other neurological disorders	C22H24N4O3S	Muscarinic acetylcholine receptor M4	ASD01840000_1	Nc1c(sc2nc(OCCN3CCOCC3)c3CCCc3c12)C(=O)c1ccncc1	ASD01840046	Activator					
ADR000462	ABD-1075	Preclinical	Diabetes type 2; Obesity; Substance abuse and dependence	C20H14ClF2N3O2S	Cannabinoid receptor 1	ASD03330000_1	Fc1ccc(c(F)c1)-c1ccc(CNS(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)nc1	ASD03331790	Regulator		WO 2012117216			
ADR000463	ABD-1085	Preclinical	Diabetes type 2; Obesity; Substance abuse and dependence	C20H14ClF2N3O2S	Cannabinoid receptor 1	ASD03330000_1	Fc1ccc(c(F)n1)-c1ccc(CNS(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)cc1	ASD03331791	Regulator		WO 2012117216			
ADR000464	KRM-II-81	Preclinical	Epilepsy; Pain; Anxiety disorder	C21H13N5O	Gamma-aminobutyric acid receptor subunit alpha-3	ASD01140000_13	C#Cc1ccc-2c(c1)C(=NCc1c(ncn-21)-c1cnco1)c1ccccn1 |c:9|	ASD01140680	Activator		WO 2016154031			
ADR000465	JNJ-46356479; JNJ-479	Preclinical	Epilepsy; Anxiety disorder; Schizophrenia; Sleep disorder	C22H22F5N5	Metabotropic glutamate receptor 2	ASD01880000_1	Fc1ccc(N2CCN(Cc3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1	ASD01882443	Activator		WO 2010130424; WO 2015110435			
ADR000466	GNE-5729	Preclinical	Neurological Disorders; Psychiatric Disorders	C17H10Cl2F3N5O	Glutamate receptor ionotropic, NMDA 2A	ASD02030000_4	FC(F)(F)c1cc(Cl)n(CC2=CC(=O)N3C(C=CC(Cl)=C3[C@@H]3C[C@H]3C#N)=N2)n1 |c:16,19,27,t:10|	ASD02030774	Activator		WO 2016166078			
ADR000467	UCM-1212	Preclinical	Parkinson's disease	C14H11FO2	D(1A) dopamine receptor	ASD13110000_1	FCOc1ccccc1-c1ccc(C=O)cc1	ASD13110012	Activator					
ADR000468		Preclinical	Parkinson's disease	C12H8ClN3O	Metabotropic glutamate receptor 4	ASD01900000_1	Clc1cccc(Nc2noc3cccnc23)c1	ASD01900498	Activator		WO 2011100614			
ADR000469	ASP-8302	Phase II	Detrusor underactivity (Underactive bladder)		Muscarinic acetylcholine receptor M3	ASD01830000_1			Activator					
ADR000470	VA-012	Preclinical	Obesity	C20H17N3	5-hydroxytryptamine receptor 2C	ASD00110000_1	C(Nc1cccnc1)c1cn(Cc2ccccc2)c2ccccc12	ASD00110052	Regulator					
ADR000471	E-039132; ETx-9132	Preclinical	Cancer		Indoleamine 2,3-dioxygenase 1	ASD08570000_1			Inhibitor					
ADR000472	E-040280; ETx-0280	Preclinical	Cancer		Indoleamine 2,3-dioxygenase 1	ASD08570000_1			Inhibitor					
ADR000473	BMT-145027	Preclinical	Schizophrenia	C23H14ClF3N4	Metabotropic glutamate receptor 5	ASD01910000_1	FC(F)(F)c1cc(ccc1Cl)-c1n[nH]c2nc(-c3ccccc3)c(C#N)c(C3CC3)c12	ASD01915423	Activator					
ADR000474	DK-I-56-1	Preclinical	Neuralgia, trigeminal; Migraine; Depression; Attention deficit hyperactivity disorder (ADHD); Schizophrenia; Tinnitus; Huntington's disease; Tic disorder	C18H12D3N3O3	Gamma-aminobutyric acid receptor subunit alpha-6;Gamma-aminobutyric acid receptor subunit beta3;Gamma-aminobutyric acid receptor subunit gamma2	ASD01140000_16;ASD01140000_10;ASD01140000_1	[2H]C([2H])([2H])Oc1ccc(cc1)N1N=C2C(=CNc3cc(OC)ccc23)C1=O |c:13,15|	ASD01140681	Activator;Activator;Activator		WO 2016196961			
ADR000475	DK-I-86-1	Preclinical	Neuralgia, trigeminal; Migraine; Depression; Attention deficit hyperactivity disorder (ADHD); Schizophrenia; Tinnitus; Huntington's disease; Tic disorder	C17H11D3N4O3	Gamma-aminobutyric acid receptor subunit alpha-6;Gamma-aminobutyric acid receptor subunit beta3;Gamma-aminobutyric acid receptor subunit gamma2	ASD01140000_16;ASD01140000_10;ASD01140000_1	[2H]C([2H])([2H])Oc1ccc2C3=NN(C(=O)C3=CNc2c1)c1ccc(OC)nc1 |c:15,t:9|	ASD01140684	Activator;Activator;Activator		WO 2016196961			
ADR000476		Preclinical	Schizophrenia; Cognitive disorders	C20H14Cl2F2N2O2	Metabotropic glutamate receptor 5	ASD01910000_1	FC1(F)CC(C1)C#Cc1cncc(c1)[C@H]1NC(=O)O[C@@H]1c1cccc(Cl)c1Cl	ASD01918618	Activator		WO 2015054103			
ADR000477	DETQ	Preclinical	Neurodegeneration	C22H25Cl2NO3	D(1A) dopamine receptor	ASD13110000_1	C[C@@H]1N([C@@H](CO)Cc2c1cccc2C(C)(C)O)C(=O)Cc1c(Cl)cccc1Cl	ASD13110005	Activator		WO 2014193781			
ADR000478	VU-0468182	Preclinical	Cognitive disorders; Psychosis; Huntington's disease	C17H16F2N4O3S2	Muscarinic acetylcholine receptor M4	ASD01840000_1	Cc1nnc2sc(C(=O)NCc3ccc(cc3)S(=O)(=O)C(F)F)c(N)c2c1C	ASD01840017	Activator		WO 2013126856			
ADR000479	VU-0469785	Preclinical	Cognitive disorders; Psychosis; Huntington's disease	C16H15F5N4OS2	Muscarinic acetylcholine receptor M4	ASD01840000_1	Cc1nnc2sc(C(=O)NCc3ccc(cc3)S(F)(F)(F)(F)F)c(N)c2c1C	ASD01840020	Activator		WO 2013126856			
ADR000480		Preclinical	Migraine	C23H20N4O4	Cysteinyl leukotriene receptor 1;Metabotropic glutamate receptor 2	ASD13200000_1;ASD01880000_1	CC(=O)c1ccc(OCc2ccc(Oc3cccc(c3)-c3nn[nH]n3)cc2)c(C)c1O	ASD01885005	Inhibitor;Activator		WO 2006057860			
ADR000481		Preclinical	Migraine	C22H16F3N5O4	Cysteinyl leukotriene receptor 1;Metabotropic glutamate receptor 2	ASD13200000_1;ASD01880000_1	CC(=O)c1ccc(OCc2cccc(Oc3cc(ccn3)-c3nn[nH]n3)c2)c(c1O)C(F)(F)F	ASD01885006	Inhibitor;Activator		WO 2006057860			
ADR000482	VU-6004256	Preclinical	Psychosis	C25H25F2N5O2	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cn1cc(cn1)-c1ccc(Cn2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c3c(F)cc(F)cc23)cn1	ASD01810726	Activator		WO 2013106795			
ADR000483		Preclinical	Anesthesia	C12H9F3N2O2	Gamma-aminobutyric acid receptor subunit alpha-1;Gamma-aminobutyric acid receptor subunit beta2;Gamma-aminobutyric acid receptor subunit gamma2	ASD01140000_3;ASD01140000_2;ASD01140000_1	Oc1cc(ccc1COCC#C)C1(N=N1)C(F)(F)F |c:14|	ASD01140693	Activator;Activator;Activator					
ADR000484	BMT-133218	Preclinical	Schizophrenia	C21H19ClF3N3O	Metabotropic glutamate receptor 2	ASD01880000_1	FC(F)(F)c1c(OC[C@H]2C[C@@H]2c2ccc(Cl)cc2)ccn2c(CC3CC3)nnc12	ASD01883871	Activator		WO 2015042243			
ADR000485		Preclinical	Diabetes type 2	C29H29FO4	Free fatty acid receptor 1	ASD09380000_1	COc1ccc(F)c(c1)-c1ccc(cc1)[C@@H]1CCc2ccc(cc2O1)[C@@H]([C@H](C)C(O)=O)C1CC1	ASD09380014	Activator		CN 105232544; CN 105476990; CN 105520943; WO 2014130608; WO 2016022448			
ADR000486		Preclinical	Diabetes type 2	C29H29FO4	Free fatty acid receptor 1	ASD09380000_1	COc1ccc(F)c(c1)-c1ccc(cc1)[C@H]1CCc2ccc(cc2O1)[C@@H]([C@H](C)C(O)=O)C1CC1	ASD09380015	Activator		WO 2014130608; WO 2016022448			
ADR000487		Preclinical	Diabetes type 2		Free fatty acid receptor 1	ASD09380000_1	COc1ccc(F)c(c1)-c1ccc(nc1)C1CCc2ccc(cc2O1)[C@@H]([C@H](C)C(O)=O)C1CC1		Activator		WO 2014130608; WO 2016022448			
ADR000488		Preclinical	Diabetes type 2		Free fatty acid receptor 1	ASD09380000_1	CO[C@@H](c1cc(ccc1-c1cc(OC)ccc1F)C1CCc2ccc(cc2O1)[C@@H](CC(O)=O)C1CC1)C(C)(C)C		Activator		WO 2014130608			
ADR000489	AZ-13713945 (free base); VU-0467485 (free base)	Preclinical	Schizophrenia		Muscarinic acetylcholine receptor M4	ASD01840000_1	Cl[H].COc1ccc(CNC(=O)c2sc3nnc(C)c(C)c3c2N)cc1F		Activator		WO 2013126856			
ADR000490	VU-6008667	Preclinical	Substance abuse and dependence	C24H17ClF2N2O2	Muscarinic acetylcholine receptor M5	ASD01850000_1	Cc1cc(ccc1Cl)[C@]12N(CCN1C(=O)c1ccccc21)C(=O)c1ccc(F)c(F)c1	ASD01850139	Inhibitor					
